num_node,node_min_capacity,node_max_capacity,capacity_skew,num_copy,strategy,total_capacity,num_attempt,num_stored
12000,1024,102400,1.5,3,Classified+TwoChoices,15198477,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15578795,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15503320,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15343659,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14894294,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15749836,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14715365,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14942941,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15301268,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14971929,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15269747,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15232466,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15465288,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15073442,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15428673,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15484894,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15265198,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15159080,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15156512,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15759549,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15092873,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15588574,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15067613,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15026612,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15051313,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15315213,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15516276,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14934472,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15151243,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15361951,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15003611,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15521682,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14695077,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14721895,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14418725,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15361090,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15117488,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14942329,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15511549,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14837351,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15190679,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15073743,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15495087,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15208268,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15103351,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15025664,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14836690,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15426731,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15386455,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15199988,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15009390,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15337169,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14944350,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15134612,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15471675,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15299108,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15340004,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,16398850,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14998279,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14626281,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15326847,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15199270,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15051285,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15157154,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15656851,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14776077,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14775306,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15736183,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15301272,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15491911,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15695205,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15146842,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15058642,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15298323,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14397055,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15218517,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15058315,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15240134,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15139206,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15236794,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15266686,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15129018,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15637746,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15188535,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15202294,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14917289,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15385737,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15688644,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14859192,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15304527,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15203463,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14915016,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14881849,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14868422,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15177032,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15452524,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15434134,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15582503,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,15023052,1,1
12000,1024,102400,1.5,3,Classified+TwoChoices,14824388,1,1
